X	Y	SLOPE	ALOS_FILL	ASPECT	TOPOGRAPHIC	LS_FACTOR	DIRECT_INSO	CONVEXITY	WIND_EXPOSI	BUFFER	TEMP	COAST	PREC	MONTH
514624.5197	1087314.461	0.035	1309.28	2.28	12.23	0.72	7.09	47.95	0.98	763.08	17.69	62169.00	158.16	DIC
323444.5913	1240793.286	0.010	48.10	2.72	17.73	0.19	6.51	39.77	0.90	29753.14	24.58	18385.00	70.13	DIC
472553.2849	1052299.837	0.000	13.60	2.37	17.04	0.00	6.49	33.52	0.90	787.08	27.27	13342.00	130.61	DIC
498175.5272	1157356.824	0.036	56.00	1.08	10.70	0.49	6.48	40.07	0.94	451.60	25.43	62426.00	346.65	DIC
408630.6556	1102172.702	0.000	1.58	2.88	14.34	0.00	6.49	17.61	0.90	772.57	26.86	16031.00	33.58	DIC
465268.3692	1089171.235	0.124	984.19	5.36	9.46	2.61	6.62	45.88	1.12	577.36	20.03	42942.00	87.43	DIC
335985.2137	1200158.114	0.044	379.01	4.08	11.01	0.80	6.70	46.29	1.10	495.35	24.58	25495.00	48.67	DIC
483528.0309	1043077.361	0.013	39.25	3.81	11.27	0.15	6.49	28.46	0.96	701.28	27.28	8062.00	138.12	DIC
505481.9784	1102058.109	0.165	2050.98	4.56	9.69	4.31	7.27	50.18	1.17	649.77	17.77	70774.00	103.85	DIC
521966.8474	1035707.211	0.215	1136.92	2.33	7.91	4.54	7.09	46.97	1.17	138.17	22.77	22627.00	121.43	DIC
476242.3007	1098378.898	0.039	848.19	6.02	14.48	1.05	6.76	43.11	0.93	483.64	22.20	56754.00	29.84	DIC
490862.4409	1098372.295	0.015	1154.24	4.86	12.34	0.21	6.97	44.68	0.98	533.17	19.61	62968.00	39.28	DIC
481717.5132	1083629.565	0.123	1032.62	4.05	11.52	4.21	6.86	47.27	0.95	444.75	20.23	45880.00	39.89	DIC
483555.7222	1105747.986	0.027	1076.65	4.40	12.93	0.54	6.96	44.57	0.99	485.81	20.79	65460.00	47.70	DIC
479921.1923	1140772.626	0.049	453.24	1.29	10.97	0.90	6.64	44.89	1.02	193.84	22.45	81345.00	378.02	DIC
423258.3138	1105825.655	0.082	160.71	3.31	10.86	1.89	6.71	40.27	1.00	260.40	25.86	19925.00	41.25	DIC
611835.7466	976871.4804	0.053	940.41	5.95	9.18	0.79	6.78	47.72	1.09	362.06	21.56	62241.00	162.19	DIC
512792.5868	1098373.396	0.152	2496.25	3.86	9.46	3.69	7.67	53.14	1.21	587.30	12.66	71113.00	77.59	DIC
326544.2777	1135664.179	0.006	49.02	3.21	14.87	0.08	6.49	30.94	0.91	515.11	27.41	29411.00	14.66	DIC
479897.3443	1098376.697	0.062	892.97	4.85	13.62	2.23	6.85	43.04	0.90	501.73	21.78	58592.00	19.87	DIC
374056.6271	1144680.605	0.003	15.09	6.23	17.10	0.04	6.47	38.05	0.88	76.04	26.46	65192.00	30.26	DIC
394175.8594	1157518.96	0.045	575.39	4.21	10.88	0.85	6.77	47.71	1.06	298.82	22.86	69635.00	105.43	DIC
503655.0226	1098371.332	0.126	1756.99	4.45	9.67	2.88	7.22	47.94	1.13	697.36	15.03	67624.00	71.62	DIC
500000	1096527.879	0.043	1378.72	4.37	11.05	0.74	7.09	45.67	1.01	276.46	18.89	64257.00	45.89	DIC
540211.5959	1092863.429	0.166	847.02	4.50	8.74	3.70	6.82	42.54	1.03	251.05	21.40	62626.00	239.35	DIC
465280.6404	1102074.3	0.026	658.74	4.23	12.45	0.49	6.79	48.61	0.97	500.94	23.95	47170.00	25.23	DIC
388859.3631	1205470.516	0.003	48.73	1.07	15.35	0.03	6.50	40.94	0.94	450.07	24.73	76295.00	189.05	DIC
531101.7709	1057832.404	0.118	2688.57	0.36	11.34	3.62	7.23	52.85	1.12	118.92	10.11	43932.00	88.10	DIC
560432.4744	1021001.884	0.051	541.44	3.16	12.61	1.35	6.81	41.37	0.96	565.05	25.04	38897.00	112.15	DIC
456173.1076	1126047.47	0.061	1749.47	3.96	9.91	1.11	7.29	50.64	1.19	389.48	16.18	53907.00	71.51	DIC
